severity,fault_count,imbalance,vector_id,first_divergence_sa,early_config,group_config,early_pattern,group_pattern,early_release,group_release,early_donor,group_donor,early_ledger_after_divergence,group_ledger_after_divergence,early_failure_position,group_final_success,mechanism,critical_later_resource
HIGH,24,moderate,2124,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2146,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2155,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2168,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2169,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2186,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2202,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2217,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2228,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2246,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2263,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2273,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2315,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2320,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2335,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2337,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2358,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2359,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2364,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2367,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2377,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2411,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2434,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2442,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2479,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2482,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2494,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2500,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2508,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2512,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2514,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2517,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2522,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2538,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2554,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2565,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2577,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2584,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2608,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2614,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2627,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2640,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2644,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2675,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2682,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2695,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2713,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2716,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2752,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2765,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2771,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2809,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2817,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2831,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2849,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2892,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2906,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2919,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2937,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2940,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2941,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2983,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,2996,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,2998,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3107,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3137,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3138,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3154,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3163,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3190,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3207,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3208,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,B,YES,GROUP_RELEASES_RESOURCE,A_ROW
HIGH,24,moderate,3257,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3292,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3295,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3296,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3300,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3333,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3348,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3354,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3358,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3359,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3374,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3394,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3406,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3419,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,B,YES,GROUP_RELEASES_RESOURCE,A_ROW
HIGH,24,moderate,3424,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3435,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3451,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3454,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3461,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3500,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3560,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3571,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3577,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3597,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3605,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3624,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3649,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3664,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3672,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3683,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3704,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3722,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3727,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3731,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3739,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3742,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3743,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3752,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3774,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3784,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3794,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3802,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3820,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3849,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3850,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3863,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3867,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3869,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3872,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3877,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,B,YES,GROUP_RELEASES_RESOURCE,A_ROW
HIGH,24,moderate,3882,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3885,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3905,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3925,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3946,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3960,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3969,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3975,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3977,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,3990,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,3997,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4006,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4013,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4016,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4024,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4098,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4102,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4105,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4107,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4117,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4118,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4124,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4128,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4134,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4149,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4153,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4171,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4181,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4192,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4205,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4206,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4215,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4218,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4222,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4241,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4247,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4261,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4280,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4285,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4302,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4327,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4353,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4356,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4357,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4358,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4360,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4372,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4398,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4405,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4424,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4431,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4445,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4447,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4472,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4510,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4529,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4549,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4554,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4561,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4567,A,CFG0,CFG4,1,2,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
HIGH,24,moderate,4571,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4572,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4573,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,C,YES,GROUP_RELEASES_RESOURCE,D_ROW
HIGH,24,moderate,4603,A,CFG0,CFG4,1,1,0,1,NONE,NONE,0,1,D,YES,GROUP_RELEASES_RESOURCE,C_COL
