phase,architecture,configuration,module,ENTRY_NUM,ADDR_WIDTH,RS,CS,P,FIFO_DEPTH,technology,library,clock_period_ns,total_cell_area,combinational_area,sequential_area,cell_count,critical_path_ns,frequency_mhz,status,cell_types,source_json
2,RTL,dss_cam_2x2_directional,dss_cam_top,,,2,2,,,YOSYS_ELABORATION,NONE,10.0,,,,37,,,ELABORATION_ONLY,$and:3;$logic_and:6;$logic_not:9;$logic_or:4;$mux:1;$paramod$0a8191939e26962318bef7be7b87096e1ba54217\solution_selector:1;$paramod$910bafa4af29525734dc09fbe93ed934edbba081\candidate_analyzer:8;$paramod$e79cb913388389586965d8b4e4228c30ac35924e\fault_collector:1;$paramod\solution_store\SPARE_WIDTH=3\CANDIDATE_ID_WIDTH=5\MAX_K=5:1;$reduce_and:1;$reduce_or:2,phase2/synthesis/dss_cam_2x2_directional/dss_cam_top.json
